,,index,rate_min_windows_future,rate_max_windows_future
DDS,5,"(0.36, 2.352]",-0.2566808964988691,
DDS,6,"(-0.679, -0.289]",,0.3265475826559367
DDS,7,"(-0.289, -0.202]",,0.2309456884244307
DDS,8,"(-0.202, -0.141]",,0.20885006694352476
DDS,9,"(-0.141, -0.0866]",,0.22218806990466822
DDS,10,"(-0.0866, -0.0284]",,0.20507061750760244
DDS,11,"(-0.0284, 0.0]",,0.18187579819192565
DE,0,"(-0.001, 0.033]",-0.09810967556723517,
DE,1,"(0.033, 0.0836]",-0.10893650072473601,
DE,2,"(0.0836, 0.142]",-0.11774524293160034,
DE,3,"(0.142, 0.211]",-0.1383533312479584,
DE,4,"(0.211, 0.334]",-0.17163507726073798,
DE,5,"(0.334, 2.661]",-0.24317571191994838,
DE,6,"(-0.653, -0.275]",,0.3246976576885438
DE,7,"(-0.275, -0.202]",,0.2107139924236922
DE,8,"(-0.202, -0.145]",,0.17815901951414154
DE,9,"(-0.145, -0.0917]",,0.20190394629938435
DE,10,"(-0.0917, -0.0359]",,0.20059174777109445
DE,11,"(-0.0359, 0.0]",,0.18267713168918662
DGX,0,"(-0.001, 0.0329]",-0.09669160436888193,
DGX,1,"(0.0329, 0.086]",-0.1197378523679606,
DGX,2,"(0.086, 0.144]",-0.1391947026441315,
DGX,3,"(0.144, 0.226]",-0.15857075234547907,
DGX,4,"(0.226, 0.348]",-0.18772929175828043,
DGX,5,"(0.348, 5.348]",-0.22606163206061045,
DGX,6,"(-0.795, -0.288]",,0.3373605594124079
DGX,7,"(-0.288, -0.22]",,0.26480269749991026
DGX,8,"(-0.22, -0.164]",,0.22302151662186467
DGX,9,"(-0.164, -0.102]",,0.22212587497852224
DGX,10,"(-0.102, -0.0424]",,0.22086854309237233
DGX,11,"(-0.0424, 0.0]",,0.19872335726771248
DHI,0,"(-0.001, 0.0352]",-0.08905034610492465,
DHI,1,"(0.0352, 0.0828]",-0.10315160656325534,
DHI,2,"(0.0828, 0.137]",-0.1264302287129686,
DHI,3,"(0.137, 0.203]",-0.14715647031380588,
DHI,4,"(0.203, 0.32]",-0.1769019700754509,
DHI,5,"(0.32, 4.572]",-0.22282053239169117,
DHI,6,"(-0.642, -0.267]",,0.27298353613971804
DHI,7,"(-0.267, -0.199]",,0.23514332734239668
DHI,8,"(-0.199, -0.143]",,0.21086618716455854
DHI,9,"(-0.143, -0.0934]",,0.18078608671660992
DHI,10,"(-0.0934, -0.0398]",,0.18203716611907383
DHI,11,"(-0.0398, 0.0]",,0.19414284872731105
DHR,0,"(-0.001, 0.0306]",-0.08225348278513206,
DHR,1,"(0.0306, 0.0792]",-0.11195222220609337,
DHR,2,"(0.0792, 0.136]",-0.11786430554629558,
DHR,3,"(0.136, 0.199]",-0.13587288686787155,
DHR,4,"(0.199, 0.298]",-0.16143840901747317,
DHR,5,"(0.298, 5.995]",-0.23136355732251906,
DHR,6,"(-0.744, -0.265]",,0.3052547640244005
DHR,7,"(-0.265, -0.199]",,0.2586124496388324
DHR,8,"(-0.199, -0.146]",,0.19847877309728995
DHR,9,"(-0.146, -0.0915]",,0.18486955016510287
DHR,10,"(-0.0915, -0.0379]",,0.18632903502707887
DHR,11,"(-0.0379, 0.0]",,0.20163676203114073
DIS,0,"(-0.001, 0.0324]",-0.09470710120877157,
DIS,1,"(0.0324, 0.092]",-0.11318631734804602,
DIS,2,"(0.092, 0.159]",-0.13608854734529546,
DIS,3,"(0.159, 0.245]",-0.1679316232683506,
DIS,4,"(0.245, 0.375]",-0.18816153170570146,
DIS,5,"(0.375, 4.298]",-0.2552370481924533,
DIS,6,"(-0.749, -0.303]",,0.36136302223144656
DIS,7,"(-0.303, -0.222]",,0.2649268040709681
DIS,8,"(-0.222, -0.158]",,0.22831958869151583
DIS,9,"(-0.158, -0.0984]",,0.21622782783116465
DIS,10,"(-0.0984, -0.0429]",,0.21802856201050175
DIS,11,"(-0.0429, 0.0]",,0.20534707802871752
DISH,0,"(-0.001, 0.0337]",-0.10851827402006833,
DISH,1,"(0.0337, 0.0921]",-0.1260732484201885,
DISH,2,"(0.0921, 0.159]",-0.1359468794762236,
DISH,3,"(0.159, 0.242]",-0.16401185671043852,
DISH,4,"(0.242, 0.358]",-0.1741995274604393,
DISH,5,"(0.358, 2.386]",-0.23013061398740853,
DISH,6,"(-0.61, -0.288]",,0.31504906643108654
DISH,7,"(-0.288, -0.213]",,0.24644758318152055
DISH,8,"(-0.213, -0.156]",,0.22830929534843322
DISH,9,"(-0.156, -0.0993]",,0.19351302192837389
DISH,10,"(-0.0993, -0.0389]",,0.20113255865044763
DISH,11,"(-0.0389, 0.0]",,0.20936951512047985
DLTR,0,"(-0.001, 0.0359]",-0.08179463170120053,
DLTR,1,"(0.0359, 0.0887]",-0.10014348693043894,
DLTR,2,"(0.0887, 0.142]",-0.1254431243946185,
DLTR,3,"(0.142, 0.221]",-0.14465471749633435,
DLTR,4,"(0.221, 0.361]",-0.18677551570268822,
DLTR,5,"(0.361, 1.443]",-0.2704938400748648,
DLTR,6,"(-0.5630000000000001, -0.303]",,0.3253914687154775
DLTR,7,"(-0.303, -0.212]",,0.22007491650113545
DLTR,8,"(-0.212, -0.144]",,0.19097843841957862
DLTR,9,"(-0.144, -0.0867]",,0.20448712401204744
DLTR,10,"(-0.0867, -0.029]",,0.21811536930579808
DLTR,11,"(-0.029, 0.0]",,0.20130745634175656
DLX,0,"(-0.001, 0.0468]",-0.0850953846407013,
DLX,1,"(0.0468, 0.105]",-0.11520375335480347,
DLX,2,"(0.105, 0.172]",-0.14158217025158706,
DLX,3,"(0.172, 0.252]",-0.16391861054804074,
DLX,4,"(0.252, 0.374]",-0.19889720411833675,
DLX,5,"(0.374, 3.535]",-0.25172100765379535,
DLX,6,"(-0.586, -0.302]",,0.3107628202973647
DLX,7,"(-0.302, -0.227]",,0.2732555160707534
DLX,8,"(-0.227, -0.167]",,0.26484599014901544
DLX,9,"(-0.167, -0.111]",,0.2793257512457063
DLX,10,"(-0.111, -0.0544]",,0.23953984829455108
DLX,11,"(-0.0544, 0.0]",,0.19896173097676273
DOFSQ,0,"(-0.001, 0.0286]",-0.080628658232139,
DOFSQ,1,"(0.0286, 0.0717]",-0.08932649740129504,
DOFSQ,2,"(0.0717, 0.117]",-0.1060941221244878,
DOFSQ,3,"(0.117, 0.176]",-0.11888223154802188,
DOFSQ,4,"(0.176, 0.273]",-0.13416910952650374,
DOFSQ,5,"(0.273, 2.338]",-0.1908212149627152,
DOFSQ,6,"(-0.509, -0.228]",,0.23699274539551557
DOFSQ,7,"(-0.228, -0.162]",,0.19623969910509545
DOFSQ,8,"(-0.162, -0.118]",,0.19351943948720873
DOFSQ,9,"(-0.118, -0.079]",,0.16731931499462485
DOFSQ,10,"(-0.079, -0.0365]",,0.14797677233608436
DOFSQ,11,"(-0.0365, 0.0]",,0.16343195086631762
DOV,0,"(-0.001, 0.0376]",-0.08213532650323509,
DOV,1,"(0.0376, 0.0865]",-0.09814635807241154,
DOV,2,"(0.0865, 0.141]",-0.12616173050798263,
DOV,3,"(0.141, 0.206]",-0.14369674238146365,
DOV,4,"(0.206, 0.309]",-0.17358917631829246,
DOV,5,"(0.309, 4.781]",-0.22680959959572344,
DOV,6,"(-0.655, -0.274]",,0.32013292741370464
DOV,7,"(-0.274, -0.203]",,0.241252130004534
DOV,8,"(-0.203, -0.15]",,0.21508103310949664
DOV,9,"(-0.15, -0.101]",,0.20958391454079286
DOV,10,"(-0.101, -0.0481]",,0.2080082327103682
DOV,11,"(-0.0481, 0.0]",,0.1742488781977222
DRI,0,"(-0.001, 0.0353]",-0.09030850726964423,
DRI,1,"(0.0353, 0.0883]",-0.11015715917007184,
DRI,2,"(0.0883, 0.146]",-0.12611407049443904,
DRI,3,"(0.146, 0.219]",-0.15555783391368988,
DRI,4,"(0.219, 0.338]",-0.17943123804045216,
DRI,5,"(0.338, 7.138]",-0.23353870394308265,
DRI,6,"(-0.675, -0.3]",,0.30110240896280016
DRI,7,"(-0.3, -0.226]",,0.24143742490655123
DRI,8,"(-0.226, -0.156]",,0.2352855719069245
DRI,9,"(-0.156, -0.093]",,0.2285928263111241
DRI,10,"(-0.093, -0.035]",,0.22905710571227506
DRI,11,"(-0.035, 0.0]",,0.27298652959317876
DSPG,0,"(-0.001, 0.0712]",-0.10433339614003542,
DSPG,1,"(0.0712, 0.153]",-0.14712821554022323,
DSPG,2,"(0.153, 0.244]",-0.17366680423972708,
DSPG,3,"(0.244, 0.373]",-0.20360028798071783,
DSPG,4,"(0.373, 0.637]",-0.29103212567922426,
DSPG,5,"(0.637, 9.36]",-0.4638695851697484,
DSPG,6,"(-0.878, -0.511]",,1.1504892362390546
DSPG,7,"(-0.511, -0.355]",,0.7389172176603973
DSPG,8,"(-0.355, -0.24]",,0.6638935569388159
DSPG,9,"(-0.24, -0.154]",,0.5171804332537805
DSPG,10,"(-0.154, -0.0773]",,0.36598350943586305
DSPG,11,"(-0.0773, 0.0]",,0.34566386508967384
DTE,0,"(-0.001, 0.0585]",-0.11985916665290568,
DTE,1,"(0.0585, 0.126]",-0.14356237113416018,
DTE,2,"(0.126, 0.197]",-0.1646187554987736,
DTE,3,"(0.197, 0.289]",-0.184912670579303,
DTE,4,"(0.289, 0.455]",-0.21880193199010775,
DTE,5,"(0.455, 6.104]",-0.29770934657937126,
DTE,6,"(-0.87, -0.383]",,0.5700461254152952
DTE,7,"(-0.383, -0.274]",,0.4241969223758549
DTE,8,"(-0.274, -0.2]",,0.39903338810744815
DTE,9,"(-0.2, -0.14]",,0.3798939809566097
DTE,10,"(-0.14, -0.0785]",,0.309424017806287
DTE,11,"(-0.0785, 0.0]",,0.2733939313887568
DUK,0,"(-0.001, 0.0478]",-0.09137138169179598,
DUK,1,"(0.0478, 0.104]",-0.11712171621209605,
DUK,2,"(0.104, 0.159]",-0.14498505273182255,
DUK,3,"(0.159, 0.232]",-0.1559944507808319,
DUK,4,"(0.232, 0.353]",-0.1874537959301533,
DUK,5,"(0.353, 6.558]",-0.2492000312272641,
DUK,6,"(-0.857, -0.282]",,0.35132954869257715
DUK,7,"(-0.282, -0.211]",,0.2853136807993884
DUK,8,"(-0.211, -0.158]",,0.29818666943351985
DUK,9,"(-0.158, -0.109]",,0.25364367157417855
DUK,10,"(-0.109, -0.0546]",,0.21437712512772936
DUK,11,"(-0.0546, 0.0]",,0.2225068990671102
DVA,0,"(-0.001, 0.0355]",-0.11043859673329173,
DVA,1,"(0.0355, 0.0943]",-0.12907616707093414,
DVA,2,"(0.0943, 0.166]",-0.14235726710363078,
DVA,3,"(0.166, 0.257]",-0.17740639139141284,
DVA,4,"(0.257, 0.416]",-0.19873390119431814,
DVA,5,"(0.416, 2.47]",-0.25182835295847517,
DVA,6,"(-0.561, -0.305]",,0.35998047507196945
DVA,7,"(-0.305, -0.23]",,0.25629006709309854
DVA,8,"(-0.23, -0.17]",,0.2520198029613798
DVA,9,"(-0.17, -0.108]",,0.23185202623199527
DVA,10,"(-0.108, -0.045]",,0.21360838903314155
DVA,11,"(-0.045, 0.0]",,0.19691313633202728
DXC,0,"(-0.001, 0.031]",-0.09924734042567596,
DXC,1,"(0.031, 0.087]",-0.10515026277104601,
DXC,2,"(0.087, 0.15]",-0.11265706262794509,
DXC,3,"(0.15, 0.242]",-0.13741100979481377,
DXC,4,"(0.242, 0.396]",-0.18989856573868893,
DXC,5,"(0.396, 3.292]",-0.3118573253099849,
DXC,6,"(-0.693, -0.32]",,0.42972093461985483
DXC,7,"(-0.32, -0.217]",,0.26402447495102754
DXC,8,"(-0.217, -0.148]",,0.21965427003865887
DXC,9,"(-0.148, -0.0907]",,0.2269683012725129
DXC,10,"(-0.0907, -0.03]",,0.2289509593506464
DXC,11,"(-0.03, 0.0]",,0.21082087575450636
DY,0,"(-0.001, 0.044]",-0.10029468681911448,
DY,1,"(0.044, 0.105]",-0.11420599744541868,
DY,2,"(0.105, 0.178]",-0.1256555377260118,
DY,3,"(0.178, 0.281]",-0.16657934956221376,
DY,4,"(0.281, 0.467]",-0.22305774561422964,
DY,5,"(0.467, 5.97]",-0.345560670358719,
DY,6,"(-0.848, -0.387]",,0.5938525935819633
DY,7,"(-0.387, -0.288]",,0.31676842440976105
DY,8,"(-0.288, -0.179]",,0.2949210025968824
DY,9,"(-0.179, -0.0948]",,0.3330389160331636
DY,10,"(-0.0948, -0.0276]",,0.2773397099039683
DY,11,"(-0.0276, 0.0]",,0.26554743789246144
EA,0,"(-0.001, 0.031]",-0.07678270950148434,
EA,1,"(0.031, 0.082]",-0.0879577358809785,
EA,2,"(0.082, 0.135]",-0.10481547594192182,
EA,3,"(0.135, 0.208]",-0.1443664494783702,
EA,4,"(0.208, 0.331]",-0.17959491781682402,
EA,5,"(0.331, 2.167]",-0.2684221875205307,
EA,6,"(-0.591, -0.29]",,0.33098241442565646
EA,7,"(-0.29, -0.202]",,0.23491558404505034
EA,8,"(-0.202, -0.137]",,0.1914086015873412
EA,9,"(-0.137, -0.0808]",,0.1710675925609589
EA,10,"(-0.0808, -0.0269]",,0.1662477721238022
EA,11,"(-0.0269, 0.0]",,0.1620883145676273
EAT,0,"(-0.001, 0.0334]",-0.08381202750450473,
EAT,1,"(0.0334, 0.0806]",-0.10506030775497305,
EAT,2,"(0.0806, 0.138]",-0.10998924078795241,
EAT,3,"(0.138, 0.212]",-0.14270645082558445,
EAT,4,"(0.212, 0.337]",-0.18662718297482814,
EAT,5,"(0.337, 8.215]",-0.24680753235027805,
EAT,6,"(-0.649, -0.301]",,0.35547718564178304
EAT,7,"(-0.301, -0.202]",,0.31289455976152925
EAT,8,"(-0.202, -0.136]",,0.23352449099549225
EAT,9,"(-0.136, -0.0846]",,0.18387526073508872
EAT,10,"(-0.0846, -0.0338]",,0.18438174837396218
EAT,11,"(-0.0338, 0.0]",,0.20256770959973777
ECL,0,"(-0.001, 0.0409]",-0.09702359840637674,
ECL,1,"(0.0409, 0.0947]",-0.11792150847752966,
ECL,2,"(0.0947, 0.157]",-0.1355448404694157,
ECL,3,"(0.157, 0.241]",-0.16092298635484623,
ECL,4,"(0.241, 0.378]",-0.20633496503851229,
ECL,5,"(0.378, 3.449]",-0.2544812789103021,
ECL,6,"(-0.673, -0.309]",,0.33499023237089864
ECL,7,"(-0.309, -0.235]",,0.2896766963965588
ECL,8,"(-0.235, -0.177]",,0.2700467413766357
ECL,9,"(-0.177, -0.117]",,0.2592553848141149
ECL,10,"(-0.117, -0.0558]",,0.26424827219323266
ECL,11,"(-0.0558, 0.0]",,0.20755567644388262
ED,0,"(-0.001, 0.0433]",-0.09806330023918618,
ED,1,"(0.0433, 0.0955]",-0.11718431870420118,
ED,2,"(0.0955, 0.15]",-0.13539832963402565,
ED,3,"(0.15, 0.23]",-0.1537754909359038,
ED,4,"(0.23, 0.365]",-0.18788838778896552,
ED,5,"(0.365, 4.859]",-0.2555663681601809,
ED,6,"(-0.836, -0.295]",,0.4468727737078336
ED,7,"(-0.295, -0.215]",,0.26628731963543095
ED,8,"(-0.215, -0.164]",,0.2366852659201318
ED,9,"(-0.164, -0.115]",,0.23847887712293434
ED,10,"(-0.115, -0.0569]",,0.2199483897295282
ED,11,"(-0.0569, 0.0]",,0.21065129513587894
EFX,0,"(-0.001, 0.0459]",-0.10421480320967016,
EFX,1,"(0.0459, 0.106]",-0.1303290757889071,
EFX,2,"(0.106, 0.18]",-0.14794714609040874,
EFX,3,"(0.18, 0.272]",-0.16373863467079475,
EFX,4,"(0.272, 0.43]",-0.21524474121065543,
EFX,5,"(0.43, 6.994]",-0.34536169139900263,
EFX,6,"(-0.838, -0.353]",,0.7789290589892449
EFX,7,"(-0.353, -0.262]",,0.3587904770437876
EFX,8,"(-0.262, -0.192]",,0.32129106368103555
EFX,9,"(-0.192, -0.126]",,0.27706842232524503
EFX,10,"(-0.126, -0.0547]",,0.25001440873518516
EFX,11,"(-0.0547, 0.0]",,0.22086557883803096
EIX,0,"(-0.001, 0.0404]",-0.10948093086462425,
EIX,1,"(0.0404, 0.101]",-0.13430115583458221,
EIX,2,"(0.101, 0.159]",-0.13901435204556947,
EIX,3,"(0.159, 0.237]",-0.15837932982968447,
EIX,4,"(0.237, 0.382]",-0.1897238635889038,
EIX,5,"(0.382, 12.192]",-0.28922865650231583,
EIX,6,"(-0.918, -0.303]",,0.3943095577103014
EIX,7,"(-0.303, -0.217]",,0.2888483690524948
EIX,8,"(-0.217, -0.159]",,0.2743650388961887
EIX,9,"(-0.159, -0.11]",,0.2309329827299414
EIX,10,"(-0.11, -0.0539]",,0.23302764365515977
EIX,11,"(-0.0539, 0.0]",,0.25616782930740334
EL,0,"(-0.001, 0.0286]",-0.08694130031701833,
EL,1,"(0.0286, 0.0746]",-0.0937137724617726,
EL,2,"(0.0746, 0.129]",-0.10716576724014278,
EL,3,"(0.129, 0.222]",-0.12596938284464948,
EL,4,"(0.222, 0.385]",-0.1874021683153147,
EL,5,"(0.385, 3.167]",-0.2935988260489764,
EL,6,"(-0.6, -0.321]",,0.37002542138767575
EL,7,"(-0.321, -0.209]",,0.2561686817141858
EL,8,"(-0.209, -0.128]",,0.20862801686363017
EL,9,"(-0.128, -0.0702]",,0.1768425238218937
EL,10,"(-0.0702, -0.0214]",,0.174312080676057
EL,11,"(-0.0214, 0.0]",,0.19120571154530097
ELY,0,"(-0.001, 0.0536]",-0.10287691991574996,
ELY,1,"(0.0536, 0.121]",-0.13233414960246154,
ELY,2,"(0.121, 0.189]",-0.14738416752704275,
ELY,3,"(0.189, 0.29]",-0.17539708528246897,
ELY,4,"(0.29, 0.445]",-0.21698600736387705,
ELY,5,"(0.445, 8.336]",-0.33343274025944847,
ELY,6,"(-0.886, -0.433]",,1.308689771467978
ELY,7,"(-0.433, -0.275]",,0.6771431600990506
ELY,8,"(-0.275, -0.19]",,0.41681029602163333
ELY,9,"(-0.19, -0.128]",,0.3533920590687134
ELY,10,"(-0.128, -0.0614]",,0.31454921290955684
ELY,11,"(-0.0614, 0.0]",,0.2806257237156461
EMN,0,"(-0.001, 0.0273]",-0.07870082403013101,
EMN,1,"(0.0273, 0.0713]",-0.09394465023482693,
EMN,2,"(0.0713, 0.121]",-0.11090297010756472,
EMN,3,"(0.121, 0.19]",-0.13363957629858614,
EMN,4,"(0.19, 0.312]",-0.1570367644876461,
EMN,5,"(0.312, 3.169]",-0.23090463966755095,
EMN,6,"(-0.57, -0.26]",,0.26480633065851944
EMN,7,"(-0.26, -0.189]",,0.22391478246739083
EMN,8,"(-0.189, -0.134]",,0.20052321671347786
EMN,9,"(-0.134, -0.0898]",,0.19123537513754443
EMN,10,"(-0.0898, -0.0383]",,0.1770119168308201
EMN,11,"(-0.0383, 0.0]",,0.17603210287382418
EMR,0,"(-0.001, 0.0352]",-0.09117722866505605,
EMR,1,"(0.0352, 0.0885]",-0.11281890361344324,
EMR,2,"(0.0885, 0.147]",-0.12931996508611113,
EMR,3,"(0.147, 0.212]",-0.14345337098934968,
EMR,4,"(0.212, 0.317]",-0.1628951819328063,
EMR,5,"(0.317, 3.724]",-0.22454969824019774,
EMR,6,"(-0.634, -0.268]",,0.28236252393788913
EMR,7,"(-0.268, -0.199]",,0.2537044445431478
EMR,8,"(-0.199, -0.15]",,0.2099732854200858
EMR,9,"(-0.15, -0.101]",,0.19409863764079213
EMR,10,"(-0.101, -0.0477]",,0.20045448124121049
EMR,11,"(-0.0477, 0.0]",,0.19859164528731527
ENIA,0,"(-0.001, 0.0926]",-0.15280533457033796,
ENIA,1,"(0.0926, 0.198]",-0.18040792066861985,
ENIA,2,"(0.198, 0.33]",-0.219591377027189,
ENIA,3,"(0.33, 0.558]",-0.27930151527869923,
ENIA,4,"(0.558, 1.233]",-0.37152411539921915,
ENIA,5,"(1.233, 13.028]",-0.6018318332119709,
ENIA,6,"(-0.946, -0.617]",,2.4225525315811614
ENIA,7,"(-0.617, -0.401]",,1.3645551779279763
ENIA,8,"(-0.401, -0.267]",,0.7114220626230444
ENIA,9,"(-0.267, -0.17]",,0.5127806886798218
ENIA,10,"(-0.17, -0.0823]",,0.3805961106683317
ENIA,11,"(-0.0823, 0.0]",,0.2973079791757114
ENZ,0,"(-0.001, 0.0569]",-0.13056660747052098,
ENZ,1,"(0.0569, 0.135]",-0.1562394580530636,
ENZ,2,"(0.135, 0.22]",-0.174642117702751,
ENZ,3,"(0.22, 0.331]",-0.19547848225870532,
ENZ,4,"(0.331, 0.522]",-0.22237459974126547,
ENZ,5,"(0.522, 7.379]",-0.37386532118306565,
ENZ,6,"(-0.883, -0.507]",,1.7964682539413281
ENZ,7,"(-0.507, -0.289]",,0.6655280772012068
ENZ,8,"(-0.289, -0.198]",,0.4542136634969851
ENZ,9,"(-0.198, -0.134]",,0.3600062388559167
ENZ,10,"(-0.134, -0.0634]",,0.25082552587402845
ENZ,11,"(-0.0634, 0.0]",,0.20245720115591542
EOG,0,"(-0.001, 0.0228]",-0.09075930059635844,
EOG,1,"(0.0228, 0.0672]",-0.1098260878324956,
EOG,2,"(0.0672, 0.122]",-0.11599269309345862,
EOG,3,"(0.122, 0.185]",-0.12362181069193484,
EOG,4,"(0.185, 0.285]",-0.13590491511633676,
EOG,5,"(0.285, 2.921]",-0.18950136213606572,
EOG,6,"(-0.536, -0.239]",,0.26163132579872234
EOG,7,"(-0.239, -0.178]",,0.1905359268107333
EOG,8,"(-0.178, -0.131]",,0.16883955782813043
EOG,9,"(-0.131, -0.0887]",,0.15774359097935028
EOG,10,"(-0.0887, -0.0388]",,0.19258364599624672
EOG,11,"(-0.0388, 0.0]",,0.1905247556207556
ERIC,0,"(-0.001, 0.0379]",-0.09715238732432907,
ERIC,1,"(0.0379, 0.0964]",-0.1112776234825752,
ERIC,2,"(0.0964, 0.161]",-0.13360425195019165,
ERIC,3,"(0.161, 0.247]",-0.16565449630888585,
ERIC,4,"(0.247, 0.399]",-0.1994316440832848,
ERIC,5,"(0.399, 4.777]",-0.27034646235232374,
ERIC,6,"(-0.82, -0.336]",,0.4225494850124755
ERIC,7,"(-0.336, -0.236]",,0.38565974729164904
ERIC,8,"(-0.236, -0.159]",,0.2763058851749434
ERIC,9,"(-0.159, -0.0969]",,0.2552412051128124
ERIC,10,"(-0.0969, -0.0334]",,0.2442215304465887
ERIC,11,"(-0.0334, 0.0]",,0.21998278793125092
ES,0,"(-0.001, 0.0656]",-0.13751128403042265,
ES,1,"(0.0656, 0.153]",-0.1709158241156895,
ES,2,"(0.153, 0.249]",-0.1824859621551197,
ES,3,"(0.249, 0.368]",-0.22167819204154182,
ES,4,"(0.368, 0.563]",-0.2625972054176212,
ES,5,"(0.563, 8.785]",-0.37837028710017856,
ES,6,"(-0.896, -0.501]",,1.3428982893436416
ES,7,"(-0.501, -0.346]",,0.8318903452541976
ES,8,"(-0.346, -0.247]",,0.5378469471077617
ES,9,"(-0.247, -0.169]",,0.466376237438377
ES,10,"(-0.169, -0.0895]",,0.42130704866801855
ES,11,"(-0.0895, 0.0]",,0.35505296785029367
ETD,0,"(-0.001, 0.0502]",-0.08827550442560164,
ETD,1,"(0.0502, 0.111]",-0.12275381152732011,
ETD,2,"(0.111, 0.182]",-0.14775979839810036,
ETD,3,"(0.182, 0.277]",-0.18058915546750914,
ETD,4,"(0.277, 0.434]",-0.2078407437053591,
ETD,5,"(0.434, 3.653]",-0.3128675446185862,
ETD,6,"(-0.785, -0.345]",,0.55514741586998
ETD,7,"(-0.345, -0.26]",,0.3871104773222552
ETD,8,"(-0.26, -0.194]",,0.2933745240199596
ETD,9,"(-0.194, -0.127]",,0.2522808569264418
ETD,10,"(-0.127, -0.0548]",,0.24210274065726395
ETD,11,"(-0.0548, 0.0]",,0.21741612609914676
ETN,0,"(-0.001, 0.0288]",-0.08574848298022646,
ETN,1,"(0.0288, 0.0782]",-0.09530188219769763,
ETN,2,"(0.0782, 0.141]",-0.12040393497828421,
ETN,3,"(0.141, 0.214]",-0.1429789495692288,
ETN,4,"(0.214, 0.329]",-0.16560367282019128,
ETN,5,"(0.329, 4.361]",-0.24639063416826446,
ETN,6,"(-0.61, -0.273]",,0.3149580879860192
ETN,7,"(-0.273, -0.197]",,0.23237521615019688
ETN,8,"(-0.197, -0.141]",,0.19908835147355813
ETN,9,"(-0.141, -0.0928]",,0.18218493961324408
ETN,10,"(-0.0928, -0.0402]",,0.20501174457527438
ETN,11,"(-0.0402, 0.0]",,0.1904223278729316
ETR,0,"(-0.001, 0.0383]",-0.0995160188551257,
ETR,1,"(0.0383, 0.0922]",-0.12316684274630889,
ETR,2,"(0.0922, 0.145]",-0.136286043821313,
ETR,3,"(0.145, 0.212]",-0.14413144679873865,
ETR,4,"(0.212, 0.341]",-0.16266346562894063,
ETR,5,"(0.341, 5.952]",-0.23860556137130648,
ETR,6,"(-0.706, -0.281]",,0.3226830864682486
ETR,7,"(-0.281, -0.203]",,0.2632127174622237
ETR,8,"(-0.203, -0.151]",,0.2573092298851344
ETR,9,"(-0.151, -0.105]",,0.22222767491736975
ETR,10,"(-0.105, -0.053]",,0.21784674945132268
ETR,11,"(-0.053, 0.0]",,0.21793721550202505
EXC,0,"(-0.001, 0.0379]",-0.10442678609734124,
EXC,1,"(0.0379, 0.0902]",-0.11104702630629132,
EXC,2,"(0.0902, 0.143]",-0.12960435426330624,
EXC,3,"(0.143, 0.212]",-0.14699867496007363,
EXC,4,"(0.212, 0.325]",-0.1731803658085015,
EXC,5,"(0.325, 5.249]",-0.2228054514546782,
EXC,6,"(-0.68, -0.264]",,0.24184362117856276
EXC,7,"(-0.264, -0.194]",,0.2438279997294876
EXC,8,"(-0.194, -0.145]",,0.23321862954252198
EXC,9,"(-0.145, -0.101]",,0.2246633550932496
EXC,10,"(-0.101, -0.0498]",,0.21721264354475214
EXC,11,"(-0.0498, 0.0]",,0.19633300965140227
EXPD,0,"(-0.001, 0.0321]",-0.0816383756901353,
EXPD,1,"(0.0321, 0.0856]",-0.09751532309110887,
EXPD,2,"(0.0856, 0.147]",-0.12396850546426295,
EXPD,3,"(0.147, 0.228]",-0.15227071704699296,
EXPD,4,"(0.228, 0.36]",-0.19992772875284537,
EXPD,5,"(0.36, 3.26]",-0.2658282603823124,
EXPD,6,"(-0.696, -0.307]",,0.3281510134809309
EXPD,7,"(-0.307, -0.223]",,0.269666947608621
EXPD,8,"(-0.223, -0.159]",,0.21761222737612088
EXPD,9,"(-0.159, -0.0988]",,0.22748753930520624
EXPD,10,"(-0.0988, -0.0376]",,0.20346345954389927
EXPD,11,"(-0.0376, 0.0]",,0.2257991294989914
F,0,"(-0.001, 0.0415]",-0.09840814075836272,
F,1,"(0.0415, 0.101]",-0.12552356762128045,
F,2,"(0.101, 0.158]",-0.1419496928279502,
F,3,"(0.158, 0.234]",-0.16268892791716474,
F,4,"(0.234, 0.353]",-0.18186996339532627,
F,5,"(0.353, 5.433]",-0.2389941405223758,
F,6,"(-0.833, -0.285]",,0.37651674133286867
F,7,"(-0.285, -0.213]",,0.27039499176209236
F,8,"(-0.213, -0.159]",,0.26694016952410127
F,9,"(-0.159, -0.11]",,0.25755768012714353
F,10,"(-0.11, -0.0544]",,0.20163615357829345
F,11,"(-0.0544, 0.0]",,0.2147397466250176
FAST,0,"(-0.001, 0.0312]",-0.090154064056378,
FAST,1,"(0.0312, 0.0897]",-0.10556236383438806,
FAST,2,"(0.0897, 0.152]",-0.13788222159465818,
FAST,3,"(0.152, 0.229]",-0.16006686181466814,
FAST,4,"(0.229, 0.354]",-0.18687793429638827,
FAST,5,"(0.354, 2.868]",-0.24107984276138114,
FAST,6,"(-0.647, -0.283]",,0.3210067650392443
FAST,7,"(-0.283, -0.212]",,0.27514369039611547
FAST,8,"(-0.212, -0.155]",,0.23270823601692237
FAST,9,"(-0.155, -0.0957]",,0.19427438113503107
